Student_ID,Major_Category,Pre_GPA,GenAI_Hours,Study_Hours,Post_GPA,Skill_Retention_Score,Anxiety_Level_During_Exams,Burnout_Risk_Level,GPA_Improvement,AI_Usage,Study_AI_Ratio
107056,STEM,1.29,6,14.36,1.52,85.71,4.0,Medium,0.23,Light,2.39
107082,Arts,3.77,1,15.92,4.00,89.71,1.0,Low,0.23,Light,15.92
107197,STEM,3.29,11,12.57,3.52,54.2,2.0,Medium,0.23,Moderate,1.14
107200,Medical,3.02,1,12.74,3.25,72.32,4.0,Low,0.23,Light,12.74
107290,Arts,2.20,0,9.7,2.43,67.0,1.0,Medium,0.23,Light,
107358,Medical,3.26,1,6.86,3.49,95.49,5.0,Low,0.23,Light,6.86
107365,Humanities,3.19,1,16.01,3.42,81.3,3.0,Low,0.23,Light,16.01
107403,Business,3.15,13,18.06,3.38,83.04,6.0,Medium,0.23,Heavy,1.39
107408,Medical,3.16,7,3.81,3.39,64.41,8.0,Low,0.23,Moderate,0.54
107456,Medical,3.47,0,5.93,3.70,71.98,4.0,Medium,0.23,Light,
107554,Humanities,2.58,7,13.74,2.81,83.43,5.0,Medium,0.23,Moderate,1.96
107565,Business,3.18,2,16.82,3.41,85.21,6.0,Medium,0.23,Light,8.41
107587,Humanities,3.37,3,5.14,3.60,60.36,3.0,Low,0.23,Light,1.71
107703,Business,2.91,6,8.27,3.14,91.89,1.0,Medium,0.23,Light,1.38
107709,Business,2.81,4,10.98,3.04,77.63,3.0,Medium,0.23,Light,2.75
107747,STEM,2.87,11,7.91,3.10,97.03,3.0,Medium,0.23,Moderate,0.72
107758,Medical,3.44,2,7.61,3.67,87.04,2.0,Medium,0.23,Light,3.81
107794,Business,3.12,10,10.04,3.35,68.0,3.0,High,0.23,Moderate,1.0
107795,Business,3.66,6,3.24,3.89,65.75,2.0,Medium,0.23,Light,0.54
107817,STEM,3.23,32,5.02,3.46,85.54,7.0,High,0.23,Heavy,0.16
107864,Business,2.47,2,18.84,2.70,83.59,2.0,Low,0.23,Light,9.42
107874,Medical,3.77,5,19.61,4.00,72.05,3.0,Low,0.23,Light,3.92
107913,Business,3.10,5,3.55,3.33,88.22,2.0,High,0.23,Light,0.71
107960,STEM,3.34,20,11.64,3.57,60.68,7.0,High,0.23,Heavy,0.58
107961,Medical,3.03,1,18.21,3.26,100.0,4.0,Low,0.23,Light,18.21
108066,STEM,2.95,10,10.22,3.18,67.43,7.0,Low,0.23,Moderate,1.02
108113,Medical,3.12,7,10.18,3.35,80.73,5.0,Medium,0.23,Moderate,1.45
108220,Business,3.77,16,7.58,4.00,68.3,5.0,High,0.23,Heavy,0.47
108250,Arts,3.11,1,10.81,3.34,82.27,6.0,Low,0.23,Light,10.81
108346,Arts,3.44,5,15.37,3.67,75.1,3.0,Medium,0.23,Light,3.07
108350,Business,3.59,34,10.07,3.82,76.99,6.0,High,0.23,Heavy,0.3
108354,Business,3.53,12,6.12,3.76,82.29,9.0,Medium,0.23,Moderate,0.51
108381,Business,2.66,22,17.12,2.89,87.99,5.0,High,0.23,Heavy,0.78
108397,Business,2.98,0,10.99,3.21,56.02,3.0,Low,0.23,Light,
108421,Business,2.43,14,8.02,2.66,90.14,3.0,High,0.23,Heavy,0.57
108510,STEM,3.77,20,13.64,4.00,49.57,4.0,Medium,0.23,Heavy,0.68
108568,Medical,3.08,0,11.59,3.31,69.94,1.0,Medium,0.23,Light,
108571,Humanities,2.88,2,11.93,3.11,79.4,5.0,Medium,0.23,Light,5.97
108580,STEM,2.15,10,4.93,2.38,82.83,4.0,Medium,0.23,Moderate,0.49
108614,STEM,3.60,33,14.67,3.83,65.91,9.0,High,0.23,Heavy,0.44
108640,Business,2.67,17,14.54,2.90,60.97,5.0,Medium,0.23,Heavy,0.86
108734,Humanities,3.25,7,7.83,3.48,57.6,5.0,Low,0.23,Moderate,1.12
108759,STEM,2.95,5,13.07,3.18,77.15,5.0,Low,0.23,Light,2.61
108763,Business,2.63,8,12.26,2.86,77.14,6.0,High,0.23,Moderate,1.53
108825,Medical,3.77,2,9.56,4.00,83.89,6.0,High,0.23,Light,4.78
108883,STEM,3.58,6,1.0,3.81,62.91,6.0,Medium,0.23,Light,0.17
108922,STEM,3.52,6,7.07,3.75,89.11,1.0,Low,0.23,Light,1.18
108928,STEM,3.24,4,13.88,3.47,83.55,2.0,Medium,0.23,Light,3.47
108949,STEM,2.15,5,12.63,2.38,92.67,5.0,Medium,0.23,Light,2.53
109009,Humanities,3.15,2,17.16,3.38,77.82,4.0,Low,0.23,Light,8.58
109046,STEM,3.37,1,12.78,3.60,72.17,5.0,Medium,0.23,Light,12.78
109141,Humanities,3.04,10,5.79,3.27,75.86,9.0,Low,0.23,Moderate,0.58
109315,Business,2.76,5,23.49,2.99,91.74,2.0,Low,0.23,Light,4.7
109347,Arts,2.77,6,19.09,3.00,88.78,5.0,High,0.23,Light,3.18
109363,Humanities,3.20,6,14.85,3.43,73.0,4.0,Medium,0.23,Light,2.48
109456,STEM,2.18,17,16.26,2.41,79.19,5.0,Medium,0.23,Heavy,0.96
109578,Business,2.76,4,13.03,2.99,49.33,6.0,Medium,0.23,Light,3.26
109647,Arts,2.87,10,16.6,3.10,86.34,5.0,Medium,0.23,Moderate,1.66
109754,Arts,2.76,2,13.2,2.99,61.49,8.0,Medium,0.23,Light,6.6
109766,STEM,2.87,13,20.11,3.10,87.37,5.0,Medium,0.23,Heavy,1.55
109807,Business,3.37,4,7.44,3.60,76.41,2.0,Medium,0.23,Light,1.86
109837,Medical,2.57,2,11.83,2.80,55.63,7.0,Medium,0.23,Light,5.92
109858,Business,3.55,3,10.42,3.78,63.52,2.0,Medium,0.23,Light,3.47
109917,STEM,2.49,7,18.16,2.72,82.18,8.0,Medium,0.23,Moderate,2.59
109950,Humanities,3.26,1,13.65,3.49,76.01,3.0,Low,0.23,Light,13.65
110091,STEM,2.80,11,6.2,3.03,62.44,3.0,Medium,0.23,Moderate,0.56
110103,Medical,3.72,7,10.28,3.95,84.32,3.0,Low,0.23,Moderate,1.47
110104,Humanities,3.02,2,10.33,3.25,79.82,6.0,High,0.23,Light,5.17
110111,STEM,3.19,14,12.9,3.42,75.87,2.0,High,0.23,Heavy,0.92
110153,STEM,2.26,2,9.3,2.49,64.59,5.0,Low,0.23,Light,4.65
110172,STEM,2.53,10,14.75,2.76,77.18,7.0,Low,0.23,Moderate,1.48
110259,Medical,3.77,6,20.26,4.00,100.0,5.0,Low,0.23,Light,3.38
110307,Medical,3.21,7,10.31,3.44,84.6,4.0,Medium,0.23,Moderate,1.47
110347,Humanities,3.59,4,6.04,3.82,78.26,4.0,Low,0.23,Light,1.51
110397,Business,3.50,1,16.0,3.73,90.21,3.0,Medium,0.23,Light,16.0
110486,Arts,2.98,0,10.86,3.21,66.16,4.0,Medium,0.23,Light,
110514,Humanities,3.77,4,11.73,4.00,76.41,3.0,Low,0.23,Light,2.93
110563,STEM,2.87,4,18.47,3.10,67.79,2.0,Low,0.23,Light,4.62
110569,Medical,2.73,0,19.39,2.96,77.75,6.0,Low,0.23,Light,
110608,Medical,2.54,8,9.89,2.77,63.53,2.0,Medium,0.23,Moderate,1.24
110614,Humanities,3.73,2,9.05,3.96,45.9,2.0,Medium,0.23,Light,4.53
110650,Business,2.68,26,1.0,2.91,70.64,3.0,High,0.23,Heavy,0.04
110669,Business,3.56,2,3.31,3.79,52.29,5.0,Medium,0.23,Light,1.66
110710,STEM,3.68,13,5.85,3.91,59.95,5.0,High,0.23,Heavy,0.45
110727,Humanities,3.08,7,13.31,3.31,92.17,6.0,Medium,0.23,Moderate,1.9
110740,STEM,3.11,2,6.56,3.34,95.17,8.0,Medium,0.23,Light,3.28
110785,Business,3.45,1,5.87,3.68,63.42,6.0,Medium,0.23,Light,5.87
110807,STEM,3.33,4,19.37,3.56,79.86,5.0,Medium,0.23,Light,4.84
110893,Arts,2.85,4,7.52,3.08,45.68,5.0,Low,0.23,Light,1.88
110932,Humanities,2.93,16,9.81,3.16,62.24,4.0,High,0.23,Heavy,0.61
111013,Medical,3.22,5,10.6,3.45,80.01,7.0,Medium,0.23,Light,2.12
111027,STEM,3.75,23,6.98,3.98,66.37,8.0,High,0.23,Heavy,0.3
111037,Business,3.29,18,13.37,3.52,85.03,10.0,Medium,0.23,Heavy,0.74
111040,Arts,2.81,15,9.11,3.04,78.4,5.0,High,0.23,Heavy,0.61
111041,Business,3.77,18,10.61,4.00,76.23,7.0,High,0.23,Heavy,0.59
111174,Business,3.76,1,13.89,3.99,85.64,5.0,Medium,0.23,Light,13.89
111226,Humanities,3.71,21,13.81,3.94,78.47,5.0,High,0.23,Heavy,0.66
111267,Business,3.18,5,12.08,3.41,68.37,4.0,Medium,0.23,Light,2.42
111276,Humanities,3.77,0,23.18,4.00,60.06,6.0,Low,0.23,Light,
111285,Medical,3.59,2,10.95,3.82,63.34,4.0,Low,0.23,Light,5.48
111326,Humanities,3.47,4,13.69,3.70,98.93,1.0,Low,0.23,Light,3.42
111391,STEM,3.77,6,24.43,4.00,79.75,4.0,Medium,0.23,Light,4.07
111487,Humanities,3.72,9,10.93,3.95,67.78,3.0,Low,0.23,Moderate,1.21
111525,Business,3.24,1,13.42,3.47,75.92,2.0,Medium,0.23,Light,13.42
111526,Arts,3.48,1,8.97,3.71,48.07,2.0,High,0.23,Light,8.97
111532,STEM,3.43,0,10.63,3.66,82.34,2.0,Low,0.23,Light,
111828,Medical,2.52,5,17.84,2.75,78.71,4.0,Low,0.23,Light,3.57
111832,Arts,3.61,4,10.13,3.84,66.64,7.0,Medium,0.23,Light,2.53
111874,Business,3.63,24,10.22,3.86,53.19,6.0,High,0.23,Heavy,0.43
111920,Arts,3.77,10,9.38,4.00,77.61,5.0,Medium,0.23,Moderate,0.94
111957,Business,3.65,6,2.79,3.88,89.67,4.0,Medium,0.23,Light,0.47
111973,Humanities,3.73,3,16.56,3.96,77.54,5.0,Medium,0.23,Light,5.52
111983,Business,3.16,3,13.11,3.39,63.83,4.0,Medium,0.23,Light,4.37
112012,Humanities,3.03,10,7.41,3.26,84.22,5.0,Medium,0.23,Moderate,0.74
112018,Arts,2.12,2,9.11,2.35,100.0,5.0,Low,0.23,Light,4.56
112028,Business,3.50,1,10.38,3.73,90.65,3.0,Low,0.23,Light,10.38
112048,Medical,3.73,1,17.56,3.96,62.25,4.0,Low,0.23,Light,17.56
112178,Business,3.38,14,10.99,3.61,69.28,2.0,Medium,0.23,Heavy,0.79
112179,Humanities,3.48,22,10.05,3.71,84.47,5.0,High,0.23,Heavy,0.46
112230,STEM,3.44,4,7.07,3.67,87.41,4.0,Low,0.23,Light,1.77
112237,Arts,2.98,1,15.31,3.21,74.83,2.0,Low,0.23,Light,15.31
112254,Business,3.77,22,11.85,4.00,75.85,4.0,High,0.23,Heavy,0.54
112319,STEM,3.34,20,2.25,3.57,69.71,5.0,High,0.23,Heavy,0.11
112343,Humanities,3.29,5,15.29,3.52,72.6,3.0,Low,0.23,Light,3.06
112370,Arts,3.48,1,12.61,3.71,78.78,4.0,Low,0.23,Light,12.61
112427,Humanities,3.08,8,8.95,3.31,56.78,10.0,High,0.23,Moderate,1.12
112448,Medical,2.52,7,1.0,2.75,78.94,1.0,High,0.23,Moderate,0.14
112522,Arts,3.25,4,15.16,3.48,76.65,1.0,Low,0.23,Light,3.79
112687,Business,3.52,9,7.63,3.75,77.35,4.0,High,0.23,Moderate,0.85
112705,STEM,3.77,6,19.45,4.00,79.49,2.0,Medium,0.23,Light,3.24
112712,STEM,3.38,0,15.69,3.61,75.41,1.0,Medium,0.23,Light,
112719,Business,3.32,1,11.44,3.55,86.15,2.0,Low,0.23,Light,11.44
112725,Business,3.19,0,8.9,3.42,78.05,1.0,Low,0.23,Light,
112743,Humanities,3.77,6,17.16,4.00,71.93,6.0,Medium,0.23,Light,2.86
112756,Arts,2.36,6,16.14,2.59,84.97,6.0,Medium,0.23,Light,2.69
112879,Business,3.11,12,8.24,3.34,69.08,3.0,Low,0.23,Moderate,0.69
112896,STEM,3.71,12,11.8,3.94,77.15,2.0,Medium,0.23,Moderate,0.98
112903,STEM,3.77,21,14.68,4.00,88.17,5.0,Medium,0.23,Heavy,0.7
112936,Business,2.69,4,18.45,2.92,71.5,8.0,Medium,0.23,Light,4.61
113024,Business,3.16,3,17.11,3.39,70.48,6.0,Medium,0.23,Light,5.7
113031,Humanities,2.22,8,8.69,2.45,68.67,6.0,Medium,0.23,Moderate,1.09
113129,Business,3.56,2,10.36,3.79,82.13,7.0,Low,0.23,Light,5.18
113338,Humanities,2.95,0,13.28,3.18,55.24,5.0,Medium,0.23,Light,
113346,Humanities,3.77,0,12.24,4.00,52.98,3.0,High,0.23,Light,
113349,Humanities,2.38,4,19.06,2.61,84.56,1.0,High,0.23,Light,4.77
113364,Humanities,3.77,4,19.52,4.00,85.7,3.0,Medium,0.23,Light,4.88
113391,STEM,2.26,5,14.08,2.49,50.0,5.0,Medium,0.23,Light,2.82
113413,STEM,2.29,15,14.44,2.52,67.2,5.0,High,0.23,Heavy,0.96
113415,Medical,2.50,7,2.47,2.73,88.96,4.0,Low,0.23,Moderate,0.35
113453,Medical,3.60,3,21.63,3.83,90.61,4.0,Low,0.23,Light,7.21
113505,STEM,3.33,5,10.52,3.56,88.18,4.0,High,0.23,Light,2.1
113515,STEM,3.44,21,5.95,3.67,79.92,7.0,High,0.23,Heavy,0.28
113518,Medical,3.66,2,8.91,3.89,49.78,9.0,Medium,0.23,Light,4.46
113545,STEM,3.36,11,8.84,3.59,56.37,4.0,Medium,0.23,Moderate,0.8
113614,STEM,2.70,29,5.2,2.93,63.28,4.0,High,0.23,Heavy,0.18
113806,STEM,3.01,0,14.08,3.24,60.77,3.0,Low,0.23,Light,
113815,Business,2.82,2,12.44,3.05,77.22,3.0,Low,0.23,Light,6.22
113922,STEM,2.87,20,3.91,3.10,52.86,6.0,Medium,0.23,Heavy,0.2
114013,STEM,2.39,16,14.36,2.62,92.19,2.0,Medium,0.23,Heavy,0.9
114133,Humanities,2.55,2,6.45,2.78,89.23,1.0,Medium,0.23,Light,3.23
114138,STEM,3.56,1,16.32,3.79,100.0,5.0,Medium,0.23,Light,16.32
114186,Humanities,3.24,3,8.76,3.47,69.67,3.0,Medium,0.23,Light,2.92
114230,STEM,3.18,0,14.01,3.41,66.9,2.0,Low,0.23,Light,
114264,Arts,3.75,7,9.32,3.98,58.08,5.0,Medium,0.23,Moderate,1.33
114270,Humanities,2.31,9,11.63,2.54,65.28,7.0,High,0.23,Moderate,1.29
114402,Humanities,3.36,5,12.71,3.59,75.06,4.0,Low,0.23,Light,2.54
114469,Business,3.66,0,3.22,3.89,89.49,4.0,Medium,0.23,Light,
114508,Humanities,3.25,14,9.24,3.48,78.91,1.0,High,0.23,Heavy,0.66
114585,Arts,3.50,4,8.7,3.73,81.15,1.0,Low,0.23,Light,2.18
114601,STEM,3.14,3,20.87,3.37,73.33,4.0,Low,0.23,Light,6.96
114664,Business,2.89,7,13.81,3.12,66.25,4.0,Medium,0.23,Moderate,1.97
114698,Humanities,3.63,0,11.52,3.86,89.55,2.0,Medium,0.23,Light,
114705,Medical,3.37,4,17.06,3.60,51.11,1.0,High,0.23,Light,4.27
114810,Medical,2.62,0,12.32,2.85,66.72,7.0,Medium,0.23,Light,
114827,Business,2.59,5,9.93,2.82,78.27,1.0,Medium,0.23,Light,1.99
114831,Humanities,3.25,3,15.63,3.48,86.27,6.0,Low,0.23,Light,5.21
114915,Humanities,3.77,14,17.69,4.00,66.98,6.0,Medium,0.23,Heavy,1.26
115014,Humanities,3.67,10,8.77,3.90,58.1,5.0,Low,0.23,Moderate,0.88
115028,Business,3.58,6,11.89,3.81,91.54,3.0,Medium,0.23,Light,1.98
115124,Business,3.77,7,14.31,4.00,81.11,8.0,High,0.23,Moderate,2.04
115129,Arts,3.14,2,14.31,3.37,54.17,1.0,Low,0.23,Light,7.16
115231,STEM,3.30,8,10.92,3.53,87.66,3.0,Low,0.23,Moderate,1.37
115262,Arts,2.54,1,8.56,2.77,61.49,4.0,Medium,0.23,Light,8.56
115288,Medical,3.77,9,12.0,4.00,68.12,4.0,Medium,0.23,Moderate,1.33
115408,STEM,3.45,18,11.58,3.68,91.66,4.0,Medium,0.23,Heavy,0.64
115413,Medical,3.21,2,9.52,3.44,85.66,4.0,Low,0.23,Light,4.76
115581,Medical,3.77,4,15.49,4.00,77.69,2.0,Low,0.23,Light,3.87
115661,Humanities,3.74,13,12.93,3.97,66.88,8.0,High,0.23,Heavy,0.99
115670,STEM,2.88,1,5.15,3.11,100.0,4.0,Low,0.23,Light,5.15
115676,Arts,3.21,3,19.1,3.44,74.34,3.0,Medium,0.23,Light,6.37
115750,STEM,3.02,2,14.66,3.25,85.33,5.0,Low,0.23,Light,7.33
115825,STEM,3.75,4,10.42,3.98,70.01,4.0,Medium,0.23,Light,2.61
115857,Arts,3.68,8,17.41,3.91,65.27,6.0,Medium,0.23,Moderate,2.18
115881,STEM,2.95,11,9.48,3.18,91.32,6.0,High,0.23,Moderate,0.86
115903,STEM,3.51,21,17.65,3.74,77.22,10.0,Medium,0.23,Heavy,0.84
115923,STEM,3.05,4,11.65,3.28,57.41,6.0,Low,0.23,Light,2.91
115935,Humanities,3.45,0,24.21,3.68,84.32,4.0,Low,0.23,Light,
115949,Humanities,2.78,7,4.96,3.01,65.74,4.0,Low,0.23,Moderate,0.71
116014,Medical,2.77,13,15.59,3.00,87.95,5.0,Medium,0.23,Heavy,1.2
116032,STEM,3.77,7,14.76,4.00,82.42,5.0,Medium,0.23,Moderate,2.11
116037,Humanities,3.71,5,12.89,3.94,58.72,1.0,Medium,0.23,Light,2.58
116162,Business,2.51,0,19.7,2.74,94.69,1.0,Low,0.23,Light,
116185,STEM,2.91,24,14.35,3.14,78.0,4.0,Medium,0.23,Heavy,0.6
116418,Business,3.20,3,9.78,3.43,84.22,5.0,Medium,0.23,Light,3.26
116446,Medical,2.00,0,9.61,2.23,76.33,4.0,Low,0.23,Light,
116482,Arts,3.12,4,9.96,3.35,67.96,3.0,Medium,0.23,Light,2.49
116507,Business,2.20,12,19.69,2.43,69.41,5.0,Medium,0.23,Moderate,1.64
116532,Business,3.27,2,12.4,3.50,73.14,3.0,Medium,0.23,Light,6.2
116562,Arts,3.77,0,18.92,4.00,76.36,6.0,Medium,0.23,Light,
116635,Humanities,2.19,1,14.31,2.42,91.19,5.0,High,0.23,Light,14.31
116658,STEM,3.17,6,16.37,3.40,100.0,4.0,Medium,0.23,Light,2.73
116784,Humanities,3.03,0,12.98,3.26,66.06,4.0,Low,0.23,Light,
116822,Business,2.53,12,11.96,2.76,68.35,3.0,Medium,0.23,Moderate,1.0
116830,Business,2.52,11,12.58,2.75,85.32,10.0,Medium,0.23,Moderate,1.14
116839,STEM,3.77,12,1.0,4.00,53.22,9.0,Low,0.23,Moderate,0.08
116859,Arts,3.16,8,5.73,3.39,80.83,6.0,Low,0.23,Moderate,0.72
116924,Business,2.81,19,9.85,3.04,59.21,4.0,Medium,0.23,Heavy,0.52
116955,Medical,3.06,7,14.63,3.29,77.88,6.0,High,0.23,Moderate,2.09
117008,Humanities,3.16,4,15.67,3.39,64.77,1.0,Medium,0.23,Light,3.92
117017,Humanities,3.31,12,12.5,3.54,95.62,4.0,Medium,0.23,Moderate,1.04
117099,Humanities,3.77,5,14.03,4.00,78.81,3.0,Low,0.23,Light,2.81
117139,Arts,2.56,1,13.58,2.79,93.16,3.0,Medium,0.23,Light,13.58
117174,STEM,3.05,8,5.92,3.28,83.04,2.0,Medium,0.23,Moderate,0.74
117268,Business,3.15,12,5.4,3.38,83.19,3.0,High,0.23,Moderate,0.45
117270,Humanities,3.54,1,6.52,3.77,63.78,3.0,Low,0.23,Light,6.52
117297,Medical,3.18,3,9.59,3.41,46.49,2.0,Low,0.23,Light,3.2
117321,Humanities,3.69,5,11.49,3.92,77.26,7.0,Low,0.23,Light,2.3
117322,STEM,3.64,1,10.21,3.87,60.45,4.0,Medium,0.23,Light,10.21
117338,STEM,2.52,3,10.98,2.75,93.57,6.0,Medium,0.23,Light,3.66
117385,Humanities,2.92,2,5.14,3.15,80.95,8.0,Low,0.23,Light,2.57
117456,Business,3.61,9,7.53,3.84,86.86,5.0,High,0.23,Moderate,0.84
117467,Humanities,2.64,5,15.52,2.87,49.26,1.0,High,0.23,Light,3.1
117503,Medical,3.38,6,13.07,3.61,100.0,3.0,Low,0.23,Light,2.18
117557,Humanities,2.23,6,9.08,2.46,72.87,2.0,Low,0.23,Light,1.51
117607,STEM,3.77,40,7.19,4.00,52.74,4.0,High,0.23,Heavy,0.18
117613,Arts,3.66,21,8.03,3.89,93.28,5.0,High,0.23,Heavy,0.38
117629,Business,3.74,40,4.73,3.97,71.81,9.0,Medium,0.23,Heavy,0.12
117725,Business,3.36,1,15.13,3.59,96.68,5.0,Low,0.23,Light,15.13
117785,STEM,3.31,3,7.29,3.54,79.3,6.0,Medium,0.23,Light,2.43
117787,STEM,3.39,1,8.51,3.62,72.61,3.0,Low,0.23,Light,8.51
117831,STEM,3.22,5,17.92,3.45,60.43,2.0,Low,0.23,Light,3.58
117854,Humanities,3.39,2,12.04,3.62,79.57,3.0,Low,0.23,Light,6.02
117878,STEM,3.13,1,11.07,3.36,80.94,4.0,Low,0.23,Light,11.07
117887,Humanities,3.46,3,9.21,3.69,79.84,2.0,Medium,0.23,Light,3.07
118029,Arts,3.50,15,6.43,3.73,100.0,8.0,High,0.23,Heavy,0.43
118063,Arts,3.73,22,1.95,3.96,97.63,4.0,High,0.23,Heavy,0.09
118075,STEM,3.77,4,24.9,4.00,100.0,5.0,Low,0.23,Light,6.23
118112,STEM,3.73,0,11.02,3.96,70.41,2.0,Low,0.23,Light,
118168,Business,2.87,2,13.67,3.10,85.6,3.0,Medium,0.23,Light,6.84
118171,Business,2.18,8,8.23,2.41,91.18,1.0,Medium,0.23,Moderate,1.03
118201,Medical,3.59,8,10.5,3.82,86.52,5.0,Medium,0.23,Moderate,1.31
118214,Business,3.77,3,16.58,4.00,90.46,2.0,Medium,0.23,Light,5.53
118297,STEM,1.98,4,8.5,2.21,68.94,5.0,High,0.23,Light,2.13
118304,Medical,2.95,0,12.47,3.18,43.91,3.0,Low,0.23,Light,
118407,Medical,2.80,11,13.91,3.03,83.14,10.0,Low,0.23,Moderate,1.26
118423,Business,3.72,19,1.0,3.95,40.8,3.0,Medium,0.23,Heavy,0.05
118441,Humanities,2.76,6,3.8,2.99,69.47,4.0,Low,0.23,Light,0.63
118493,Business,3.63,14,12.28,3.86,59.49,8.0,Medium,0.23,Heavy,0.88
118498,STEM,3.52,2,5.65,3.75,94.26,2.0,Low,0.23,Light,2.83
118515,Arts,3.61,9,11.4,3.84,56.22,6.0,Medium,0.23,Moderate,1.27
118523,Humanities,2.84,12,18.76,3.07,61.4,8.0,Medium,0.23,Moderate,1.56
118538,Medical,3.53,12,11.2,3.76,73.4,1.0,Medium,0.23,Moderate,0.93
118562,Business,2.51,14,13.38,2.74,78.68,3.0,High,0.23,Heavy,0.96
118605,Humanities,3.44,5,15.45,3.67,61.67,4.0,Medium,0.23,Light,3.09
118608,STEM,2.79,3,12.12,3.02,70.29,3.0,High,0.23,Light,4.04
118679,Business,3.10,8,14.01,3.33,94.39,2.0,Low,0.23,Moderate,1.75
118794,Medical,3.10,8,9.72,3.33,67.4,4.0,Medium,0.23,Moderate,1.22
118840,STEM,2.90,4,12.98,3.13,83.24,4.0,Low,0.23,Light,3.25
118851,Medical,3.53,6,15.55,3.76,90.74,2.0,Medium,0.23,Light,2.59
118916,Humanities,3.56,8,3.34,3.79,67.17,3.0,Medium,0.23,Moderate,0.42
119001,Humanities,3.05,0,26.66,3.28,89.97,5.0,Medium,0.23,Light,
119027,STEM,3.24,31,5.81,3.47,27.22,3.0,High,0.23,Heavy,0.19
119142,Business,3.65,6,9.56,3.88,74.1,6.0,High,0.23,Light,1.59
119144,Business,2.36,7,14.74,2.59,65.14,9.0,Medium,0.23,Moderate,2.11
119179,Business,3.15,2,4.88,3.38,62.7,4.0,Medium,0.23,Light,2.44
119189,STEM,3.56,39,5.97,3.79,62.44,3.0,High,0.23,Heavy,0.15
119266,Medical,3.77,19,13.64,4.00,83.58,6.0,Medium,0.23,Heavy,0.72
119357,Business,3.18,8,9.99,3.41,86.33,1.0,Medium,0.23,Moderate,1.25
119397,Arts,2.96,2,9.47,3.19,67.7,3.0,Medium,0.23,Light,4.74
119398,Arts,2.24,8,11.66,2.47,89.16,6.0,Medium,0.23,Moderate,1.46
119434,Humanities,3.77,9,12.12,4.00,80.88,4.0,Medium,0.23,Moderate,1.35
119583,Arts,3.77,3,25.35,4.00,100.0,3.0,Low,0.23,Light,8.45
119663,STEM,3.47,11,9.58,3.70,68.09,5.0,Medium,0.23,Moderate,0.87
119690,Humanities,3.49,3,12.44,3.72,90.22,7.0,Medium,0.23,Light,4.15
119694,Humanities,3.34,24,18.38,3.57,50.64,5.0,High,0.23,Heavy,0.77
119707,Humanities,3.64,5,18.12,3.87,100.0,6.0,Medium,0.23,Light,3.62
119714,STEM,3.63,6,10.42,3.86,90.42,3.0,Medium,0.23,Light,1.74
119744,Humanities,3.09,7,10.84,3.32,76.8,4.0,Medium,0.23,Moderate,1.55
119776,Business,3.00,8,12.53,3.23,77.55,3.0,High,0.23,Moderate,1.57
119803,Humanities,3.43,3,8.79,3.66,94.0,7.0,Low,0.23,Light,2.93
119836,STEM,3.52,12,11.28,3.75,93.33,2.0,Medium,0.23,Moderate,0.94
119863,STEM,3.52,8,17.49,3.75,86.59,6.0,Medium,0.23,Moderate,2.19
119886,Business,2.81,6,14.33,3.04,82.57,4.0,Low,0.23,Light,2.39
119977,STEM,3.21,15,9.19,3.44,72.58,5.0,High,0.23,Heavy,0.61
120026,Humanities,3.41,3,9.7,3.64,76.34,5.0,Low,0.23,Light,3.23
120068,Business,2.87,4,18.14,3.10,69.21,2.0,High,0.23,Light,4.54
120145,Business,3.14,6,17.54,3.37,66.62,4.0,Low,0.23,Light,2.92
120150,Medical,3.57,7,9.94,3.80,72.92,4.0,Medium,0.23,Moderate,1.42
120154,Business,3.77,28,13.09,4.00,75.04,2.0,High,0.23,Heavy,0.47
120178,STEM,3.77,1,18.74,4.00,97.0,2.0,Medium,0.23,Light,18.74
120190,STEM,3.58,39,3.44,3.81,79.92,7.0,High,0.23,Heavy,0.09
120191,STEM,3.77,34,9.23,4.00,86.69,7.0,High,0.23,Heavy,0.27
120212,STEM,2.35,3,7.76,2.58,63.58,1.0,Medium,0.23,Light,2.59
120223,Business,2.90,6,17.62,3.13,67.06,4.0,Low,0.23,Light,2.94
120242,Arts,3.02,0,11.68,3.25,84.32,3.0,High,0.23,Light,
120565,Business,3.77,4,9.17,4.00,74.49,1.0,Low,0.23,Light,2.29
120575,Medical,3.60,9,2.22,3.83,78.75,2.0,Low,0.23,Moderate,0.25
120597,Humanities,3.36,19,14.47,3.59,59.33,4.0,Medium,0.23,Heavy,0.76
120604,Business,3.59,10,15.33,3.82,87.3,7.0,Medium,0.23,Moderate,1.53
120613,Medical,3.77,4,5.73,4.00,73.73,5.0,Medium,0.23,Light,1.43
120702,Humanities,2.69,16,10.01,2.92,86.12,6.0,High,0.23,Heavy,0.63
120766,STEM,3.26,1,14.71,3.49,82.02,7.0,Medium,0.23,Light,14.71
120810,Arts,3.08,4,9.38,3.31,87.67,4.0,High,0.23,Light,2.35
120832,Business,3.15,0,13.97,3.38,70.52,2.0,Low,0.23,Light,
120869,Medical,3.10,3,17.0,3.33,56.55,4.0,Low,0.23,Light,5.67
120911,Business,3.03,0,1.26,3.26,94.15,7.0,Medium,0.23,Light,
120929,STEM,3.77,4,4.79,4.00,80.91,6.0,Low,0.23,Light,1.2
